Location,Latitude,Longitude,Rating,Description
"2660 Rollingwood Dr, San Bruno, CA 94066",37.6290832,-122.4456141,6,"All furniture moved; pictures, etc., down. Minor dish breakage. No actual damage to house. As to yard, upper backyard leading from telephone pole was all split open. Sidewalks all cracked and fence twisted. Back corner of yard is fill; behind us on slope (terraced with railroad ties) there was no damage. Backyard itself is not supposed to be on fill. Across the street (2651 Rollingwood) chimney broke and most all dishes, etc., broke. Other homes around us had hardly anything broken. Damage considerable to concrete in backyard."
"2611 Rollingwood Dr, San Bruno, CA 94066",37.6289368,-122.4449766,6,"Motion both rapid and slow. Direction E-W and up and down. Moderate earth noises heard. Small objects and furnishings shifted. Dishes broke. Exterior plaster and cement walks cracked. Tore hot water heater loose. Damage slight. Ground: Compact, sloping, filled in."
"2485 Rollingwood Dr, San Bruno, CA 94066",37.6293311,-122.4436938,6,"Motion rapid, lasted 1 minute or more. Direction W-E. Loud earth noises heard. Small objects and furnishings shifted. Dishes and glass broke. Ground cracked. Damage slight. Ground: Soil, compact, steep."
"2031 Willow Way, Rollingwood, San Bruno, CA 94066",37.6317382,-122.4513903,6,"Motion rapid, lasted 20-30 seconds. Moderate (audible indoors above general household noises) earth noises heard. Small objects and furnishings shifted slightly. Exterior stucco and concrete walks cracked. Damage slight. Ground: Soil, filled in; steep slopes behind and across street."
"2761 Plymouth Way, San Bruno, CA 94066",37.6245229,-122.4445343,6,"Motion rapid. Moderate earth noises heard. Small objects, furnishings, and water heater shifted. Plaster, chimneys, and ground cracked. Damage considerable to brick and masonry. Ground: Soil, gradual slope."
"317 Acacia Ave, San Bruno, CA 94066",37.6186004,-122.413787,6,"Motion rapid. Direction N. Furnishings shifted. Dishes broke. Plaster, windows, and wall cracked. Chimney fell. Damage considerable. Ground: Soil, compact, level."
"BelleAir School, San Bruno Park School District, San Bruno, CA 94066",37.624106,-122.4055069,6,"Plaster and stucco cracked at usual places, particularly noticeable around doors. Wood trim moved considerably. Acoustical tile loosened."
"Edgemont School, San Bruno Park School District, San Bruno, CA 94066",37.6219893,-122.4154463,6,Plaster cracks. Eight small panes of plate glass cracked.
"El Crystal School, San Bruno Park School District, San Bruno, CA 94066",37.6245482,-122.4184108,6,Slight plaster and stucco cracks.
"Elm School, San Bruno Park School District, San Bruno, CA 94066",37.6223899,-122.4157848,6,Patches of plaster fell from wood lath.
"Northbree School, San Bruno Park School District, San Bruno, CA 94066",37.6223899,-122.4157848,6,Slight cracks in plaster and stucco.
"Parkside School, San Bruno Park School District, San Bruno, CA 94066",37.6157096,-122.4186485,6,"Marked damage to plaster walls, particularly proscenium, in M.P. room. Considerable plaster dust down from ceilings. Considerable movement of precast concrete units indicated. Further study advisable."
"San Bruno, CA 94066",37.6210696,-122.4297369,6,"Motion rapid. Loud earth noises heard by many. Felt by and frightened all in community. Windows, doors, and dishes rattled. Trees, bushes shaken slightly. Small objects and furnishings shifted; vases, etc., small objects, and furniture overturned. Ground: Soil."
"2520 Heather Lane, Rollingwood, San Bruno, CA 94066",37.6288871,-122.4435611,6,"Motion rapid, lasted 1 minute. Direction ENE and up and down. Loud cracking earth noises heard. Small objects and furnishings shifted. Dishes broke. Plaster, walls, and stucco cracked. Damage slight to concrete and stucco. Ground: Soil, compact; on rolling hills."
"near Southern Pacific Railway Station, San Bruno, CA 94066",37.6210696,-122.4297369,6,"Motion rapid, lasted 15-20 seconds. Furnishings shifted; cabinets rocked. Dishes broke; two water pipes broke. Plaster cracked. Damage slight. Ground: Soil, loose, level."
"1092 Jenevein Ave, San Bruno, CA 94066",37.6214935,-122.4164621,6,"Motion rapid. Loud earth noises heard. Small objects and furnishings shifted; lamps overturned. Dishes broke. Furniture shifted. Plaster on walls and ceiling cracked. Damage slight. Ground: Soil, compact, level."
"2420 Trenton Dr, San Bruno, CA 94066",37.6212193,-122.4316171,6,"Motion rapid, seemed from all directions and up and down. Loud earth noises heard. Small objects and furnishings shifted. Dishes broke. Walls and ground cracked. Damage slight. Ground: Soil, compact, level and steep (Crestmoor Park No. 1)."
"1841 Donner Ave, San Bruno, CA 94066",37.6145063,-122.4191629,6,"Motion rapid, lasted 25-30 seconds. Direction SW-NE. Loud earth noises heard. Small objects and furnishings shifted 2-3 inches. Dishes broke. Ground: Soil, sloping."
"37 Lexington Ave, San Bruno, CA 94066",37.6206077,-122.435325,6,"Motion rapid, lasted 30 seconds. Direction NW. Moderate earth noises heard. Furnishings shifted. Large mirror broke. Walls cracked. Damage slight. Ground: Soil, compact, level."
"140 Palm Court, San Bruno, CA 94066",37.6264742,-122.4464363,6,"Motion rapid, seemed from all directions. Loud earth noises heard. Small objects and furnishings shifted. Dishes broke. Plaster, walls, and ground cracked. Damage slight. Ground: Rocky, level."
"2221 Valleywood Dr, San Bruno, CA 94066",37.63481,-122.4419979,6,"Motion rapid, lasted 20-30 seconds. Direction N. Loud earth noises heard. Small objects and furnishings shifted. Plaster cracked. Damage slight."
"1723 Hickory Ave, Mills Park, San Bruno, CA 94066",37.6245557,-122.4250453,6,"Motion rapid, lasted long enough for observer to go upstairs and downstairs. Loud earth noises heard. Small objects and furnishings shifted. Dishes, lamps, and water heater broke. Ground: Clay, sloping."
"420 Hawthorne Ave, San Bruno, CA 94066",37.6163959,-122.4215742,6,"Motion slow, lasted 30 seconds. Faint earth noises heard. Small objects and furnishings shifted. Bookcase fell and broke pottery and bicycle. Ground: Sloping, filled in."
"2391 Valleywood Dr, Rollingwood, San Bruno, CA 94066",37.6325474,-122.4447554,6,"Motion rapid, lasted 20-30 seconds. Direction E-W. Earth noises masked by noise of falling objects. Small objects and furnishings shifted. Dishes and lamps broke. Plaster cracked. Water in sink (half full) splashed out considerably (E-W). Damage very slight. Ground: Soil, compact, sloping."
"504 Sylvan, San Bruno, CA 94066",37.6241993,-122.4124489,6,"Motion rapid, lasted at least 30 seconds. Direction NE. Moderate earth noises heard. Small objects and furnishings shifted. Dishes broke. Bookcase overturned. Damage slight. Ground: Soil, compact, level."
"San Bruno Drive at Angus, San Bruno, CA 94066",37.6309774,-122.4042883,6,"Motion shuddering, jarring, and up and down. Direction W-E. Moderate rumbling earth noises heard. Small objects and furnishings shifted. Few dishes and windows broke. Plaster cracked. Damage slight. Ground: Sandy soil, level. Was in automobile on San Mateo Avenue (main street of San Bruno). Felt as a jarring motion from W-E and up and down, then slight rocking, lasting few seconds. Buildings appeared to be bouncing. Sounds ridiculous but that's the way they looked to us."
"Crestmoor Park No. 2, San Bruno, CA 94066",37.6143023,-122.4350315,6,"Motion rapid, lasted 6-10 seconds. Direction NE. Loud earth noises heard. Small objects and furnishings shifted. Dishes broke. Plaster cracked. Damage slight. Ground: Sloping."
"451 Chestnut Ave, San Bruno, CA 94066",37.6183667,-122.4186786,6,"Motion rapid, lasted about 3 minutes. Direction N. Loud earth noises heard. Furnishings shifted. Dishes broke. Plaster cracked. Damage slight (about $100). Ground: Compact, sloping."
"711-7th Ave, San Bruno, CA 94066",37.6299581,-122.4055714,6,"Motion slow, then rapid, lasted 30-60 seconds. Direction SE-NW. Loud earth noises heard. Small objects shifted. Dishes broke. Ground: Soil, compact, level."
"583 Easton Ave, San Bruno, CA 94066",37.6256429,-122.412295,6,"Motion rapid, lasted about 25 seconds. Direction N. Loud earth noises heard. Small objects shifted. Dishes broke. Damage about $100. Ground: Soil."
"500 Beech Ave, San Bruno, CA 94066",37.6204872,-122.4186984,6,"Motion rapid, lasted 3-4 seconds. Direction E-W. Loud earth noises heard. Small objects and furnishings shifted. Dishes and one lamp broke. Ground: Soil, compact, sloping."
"723 Acacia Ave, San Bruno, CA 94066",37.6259009,-122.4189859,6,"Jolt from W-E, lasted about 5 seconds. Moderate earth noises heard. Small objects shifted. Small plaster cracks. Damage slight. Different motion than the shock of 1906. Would have caused much damage had it lasted longer. Ground: Compact, clay, sloping."
"515 Hazel, San Bruno, CA 94066",37.6213456,-122.417725,5,"Dishes broke. Soil, compact, level."
"1781 Jenevein Ave, San Bruno, CA 94066",37.6187817,-122.4214516,5,"Dishes broke. Soil, compact, sloping."
"703 Magnolia Ave, San Bruno, CA 94066",37.6249598,-122.4193178,5,"Few small objects shifted; one trophy broke. Ground: Compact, level; concrete slab house."
"909-3rd Ave, San Bruno, CA 94066",37.6331884,-122.409768,5,Dishes broke. Ground: Level; 1 foot topsoil fill.
"160 De Soto Way, San Bruno, CA 94066",37.6137434,-122.4142433,5,Small objects shifted.
"2233 Rollingwood Dr, San Bruno, CA 94066",37.630787,-122.439863,5,Small objects shifted.
"560 Cedar Ave, San Bruno, CA 94066",37.6207409,-122.4227263,5,"Dishes broke. Ground: Soil, level."
"743 Pepper Dr, San Bruno, CA 94066",37.62305,-122.4267506,5,"Small objects shifted. Ground: Clay, sandy."
"1052 Montgomery Ave, San Bruno, CA 94066",37.6355472,-122.4121093,5,"Small objects shifted. Ground: Soil, compact, level."
"Lake Merced and Harding Municipal Park area, San Francisco, CA 94132",37.7254688,-122.4986758,6,Highway skirting the south edge of Lake Merced cracked and sloughed off into the lake. Harding Park access road damaged. Both ends of a 200-foot-long pedestrian bridge collapsed. Sewer and gas lines to the Harding Park Golf Course broke.
"San Francisco, CA",37.7749295,-122.4194155,6,"Press reported buildings in San Francisco were severely shaken, but no serious damage occurred. The State Building at Folk and McAllister Streets had numerous plaster cracks, also the California Building at 515 Van Ness Avenue, where a light fixture fell on the third floor. Plaster fell from walls and ceilings in the Hall of Justice. Walls cracked and a skylight broke at the City Hall. The Presidio branch library at Sacramento near Baker was closed due to damage. The McCreery branch (built about 1903) on 16th near Market was condemned. The brick building was declared structurally unsafe. Repairs to the Presidio branch included chimney top, hanging light fixture supports, and plaster cracks. Several other branch libraries suffered damage, including the Ocean View branch at 111 Broad Street which was closed for five days. Steel book racks in the Main Library at the Civic Center moved during the shock, spewing books on the floor, but no damage was done to the building. No serious damage was reported in any of the city's hospitals. At the Mary's Help Hospital, 145 Guerrero Street, plaster was cracked and loosened on the upper floors. Loose masonry or falling mortar on upper floors caused the police to rope off areas at Post Street and Grant Avenue, at 140 Sansome Street, and at 625 Polk Street. The Seventh Day Adventist Church at 2897 California Street reported two long cracks in the steeple. Chimney fell at 3977 Clay Street and one was badly damaged at 420 Frederick Street. At Stonestown many windows were broken in one of the large apartment buildings. From the top floor of one of the 13-story Parkmerced Towers apartment building, a resident reported the building rocked and rolled, knocked all the lamps down, and cracked all the plastering. The house looks like a wreck. It was reported the top floor of St. Anne's School, 1330-14th Ave., was badly damaged. Glass was broken in more than 400 city-owned street lights, mostly along Great Highway, Sunset Boulevard, Sloat Boulevard, and Junipero Serra Boulevard. The Pacific Gas and Electric Company had similar damage in the Richmond district. The PG&E's biggest chore was reconnecting gas water heaters. Most plumbing damage occurred west of Twin Peaks, generally in the area along Nineteenth Avenue, on Sloat Boulevard, east on Ocean Avenue to San Jose Avenue, and south on San Jose Avenue to Daly City. Grocery and liquor stores in San Francisco had fairly heavy damage from bottled goods breakage. The Safeway stores at Alemany and San Jose Avenues, and on West Portal Avenue, were a shambles. Plate glass windows buckled at the Alemany Store. Store front windows were shattered along Balboa Street from 35th to 40th Avenues in the Richmond district, and on Irving Street between 20th and 23rd Avenues in the Sunset district. All front windows of the Littleman supermarket, 1630 Ocean Avenue, were broken out. It was reported light poles waved like reeds in the breeze at the Civic Center. Bells rang at St. Patrick's Church, Mission near Third Streets. A painter working on the south tower of the Golden Gate Bridge said the tower shook like a tree in a gale. The deck of the bridge galloped up and down and the suspenders (cables) slipped back and forth. He ran to get off the bridge. At least 20 windows broke at the Administration Building and Toll Plaza. Bay Bridge authorities reported no structural damage and traffic moved smoothly. But it was a real hard shake, said one employee. The Sheraton-Palace Hotel had a broken plate glass window and broken crockery. The telephone company reported no serious damage to its system, although many telephones were out. Repairing damage to the pipe organ located in the Civic Auditorium (Civic Center) was estimated to cost $300. Air pipes broke and a portion of the organ called the harp unit fell askew when the 7,320 pipes were shaken. Scores of motorists on Bayshore Highway stopped immediately after the shock, thinking they had a flat tire. One motorist said, We felt a shuddering sidewise motion."
"San Francisco Schools, San Francisco, CA 94102",37.7516075,-122.424074,6,"The following reports on San Francisco schools were taken from reports received from the State Department of Public Works, Division of Architecture. None of the damage found was of such a nature that would endanger life and all the schools inspected were back in session. With the exception of two schools, Presidio Jr. High and Sheridan, where the chimneys suffered some damage, and the San Francisco City College, where some ceramic facing tiles fell off, all the damage observed consisted of cracked plaster on furred walls and fallen portions of plastered ceilings, particularly in buildings having wood lath. It can be generally stated that schools built prior to the Field Act suffered greater damage than those built after 1933. Most of the modern schools went through the earthquake practically unscathed. The following schools were selected for inspection after discussions with city officials brought out the fact that most of the damage was reported from schools falling in a line roughly paralleling the San Andreas Fault."
